gene,abbr
ZDB-GENE-070912-260,si:ch211-265g22.4
ZDB-GENE-131121-571,si:ch211-265g22.5
ZDB-GENE-060503-509,si:ch211-265o23.1
ZDB-GENE-061207-33,si:ch211-265o23.3
ZDB-GENE-060503-698,si:ch211-265p12.2
ZDB-GENE-060503-887,si:ch211-265p12.4
ZDB-GENE-060503-39,si:ch211-265p12.5
ZDB-GENE-060503-133,si:ch211-265p12.6
ZDB-GENE-060503-227,si:ch211-265p12.7
ZDB-GENE-081104-210,si:ch211-266a5.12
ZDB-GENE-070424-173,si:ch211-266c8.1
ZDB-GENE-050309-44,si:ch211-266c8.2
ZDB-GENE-131127-188,si:ch211-266g18.10
ZDB-GENE-131121-599,si:ch211-266g18.6
ZDB-GENE-131121-234,si:ch211-266g18.7
ZDB-GENE-131127-382,si:ch211-266g18.9
ZDB-GENE-091118-33,si:ch211-266i10.1
ZDB-GENE-041210-310,si:ch211-266i18.5
ZDB-GENE-041210-311,si:ch211-266i18.6
ZDB-GENE-030131-5420,si:ch211-266i6.3
ZDB-GENE-131121-323,si:ch211-266k13.3
ZDB-GENE-141216-420,si:ch211-266k2.1
ZDB-GENE-131121-469,si:ch211-266k8.4
ZDB-GENE-131121-549,si:ch211-266k8.6
ZDB-GENE-131121-58,si:ch211-266k8.7
ZDB-GENE-070912-261,si:ch211-266l9.1
ZDB-GENE-131127-116,si:ch211-266o15.1
ZDB-GENE-131127-537,si:ch211-266o15.4
ZDB-GENE-070912-262,si:ch211-267e7.11
ZDB-GENE-070912-264,si:ch211-267e7.22
ZDB-GENE-070912-265,si:ch211-267e7.3
ZDB-GENE-060503-417,si:ch211-267g5.3
ZDB-GENE-081104-211,si:ch211-267h23.1
ZDB-GENE-100921-44,si:ch211-267j24.1
ZDB-GENE-100922-154,si:ch211-267j24.2
ZDB-GENE-131127-324,si:ch211-268b10.2
ZDB-GENE-081105-154,si:ch211-268b13.3
ZDB-GENE-110411-163,si:ch211-268b13.5
ZDB-GENE-110411-247,si:ch211-268b13.6
ZDB-GENE-131120-12,si:ch211-268b14.1
ZDB-GENE-131121-648,si:ch211-268b14.2
ZDB-GENE-060526-140,si:ch211-268m12.3
ZDB-GENE-090313-104,si:ch211-269c21.2
ZDB-GENE-070912-267,si:ch211-269e2.1
ZDB-GENE-131120-171,si:ch211-269k10.2
ZDB-GENE-131121-414,si:ch211-269k10.4
ZDB-GENE-131121-638,si:ch211-269k10.5
ZDB-GENE-131127-621,si:ch211-269k10.6
ZDB-GENE-081104-60,si:ch211-26b3.4
ZDB-GENE-061009-23,si:ch211-270a13.1
ZDB-GENE-070424-174,si:ch211-270m20.4
ZDB-GENE-081028-50,si:ch211-270n8.3
ZDB-GENE-081028-70,si:ch211-270n8.4
ZDB-GENE-081104-214,si:ch211-270p4.5
ZDB-GENE-081104-215,si:ch211-270p4.9
ZDB-GENE-141212-386,si:ch211-271b14.1
ZDB-GENE-141216-213,si:ch211-271c18.2
ZDB-GENE-141219-46,si:ch211-271c18.3
ZDB-GENE-141212-343,si:ch211-271d10.2
ZDB-GENE-060526-145,si:ch211-271e10.1
ZDB-GENE-060526-146,si:ch211-271e10.2
ZDB-GENE-060526-147,si:ch211-271e10.3
ZDB-GENE-060526-149,si:ch211-271e10.6
ZDB-GENE-081103-38,si:ch211-271g18.1
ZDB-GENE-110914-58,si:ch211-271g18.4
ZDB-GENE-131119-22,si:ch211-272b8.7
ZDB-GENE-070705-165,si:ch211-272h9.3
ZDB-GENE-070705-166,si:ch211-272h9.4
ZDB-GENE-070705-167,si:ch211-272h9.5
ZDB-GENE-070705-168,si:ch211-272h9.6
ZDB-GENE-131121-111,si:ch211-272h9.7
ZDB-GENE-081104-216,si:ch211-272n13.3
ZDB-GENE-160113-22,si:ch211-272n13.7
ZDB-GENE-100922-276,si:ch211-273j9.2
ZDB-GENE-091204-91,si:ch211-274f20.2
ZDB-GENE-091118-128,si:ch211-274f20.4
ZDB-GENE-141212-344,si:ch211-274j7.1
ZDB-GENE-141212-311,si:ch211-274j7.3
ZDB-GENE-110411-199,si:ch211-274k16.2
ZDB-GENE-110411-29,si:ch211-274k16.4
ZDB-GENE-110408-32,si:ch211-274k16.6
ZDB-GENE-110408-30,si:ch211-274k16.9
ZDB-GENE-141216-338,si:ch211-274p15.1
ZDB-GENE-050309-265,si:ch211-274p24.2
ZDB-GENE-120215-248,si:ch211-276a17.5
ZDB-GENE-131121-292,si:ch211-276c2.3
ZDB-GENE-030131-423,si:ch211-276c2.4
ZDB-GENE-060503-605,si:ch211-276g21.2
ZDB-GENE-160628-5,si:ch211-276i12.11
ZDB-GENE-141216-218,si:ch211-276i12.4
ZDB-GENE-141216-132,si:ch211-276i12.9
ZDB-GENE-081103-1,si:ch211-276i6.1
ZDB-GENE-081022-201,si:ch211-276k2.1
ZDB-GENE-081105-158,si:ch211-276k2.2
ZDB-GENE-081104-218,si:ch211-276k2.3
ZDB-GENE-050419-147,si:ch211-276p10.6
ZDB-GENE-160114-45,si:ch211-277c7.6
ZDB-GENE-160114-41,si:ch211-277c7.7
ZDB-GENE-130603-84,si:ch211-277e21.1
ZDB-GENE-070424-176,si:ch211-277g22.2
ZDB-GENE-070912-271,si:ch211-277g23.4
ZDB-GENE-081105-113,si:ch211-277p15.1
ZDB-GENE-110411-99,si:ch211-278b7.8
ZDB-GENE-131121-506,si:ch211-278d18.2
ZDB-GENE-131120-25,si:ch211-278d18.4
ZDB-GENE-131121-228,si:ch211-278d18.5
ZDB-GENE-121214-147,si:ch211-278f21.4
ZDB-GENE-090311-4,si:ch211-278f9.2
ZDB-GENE-040724-80,si:ch211-278j3.1
ZDB-GENE-041014-147,si:ch211-278j3.3
ZDB-GENE-131127-248,si:ch211-278n20.8
ZDB-GENEP-120709-16,si:ch211-278p7.5p
ZDB-GENE-081028-46,si:ch211-278p9.1
ZDB-GENE-081028-37,si:ch211-278p9.2
ZDB-GENE-081028-38,si:ch211-278p9.3
ZDB-GENE-081028-34,si:ch211-278p9.4
ZDB-GENE-060503-888,si:ch211-279e11.2
ZDB-GENE-081104-222,si:ch211-279g13.1
ZDB-GENE-060503-40,si:ch211-279i13.3
ZDB-GENE-030219-29,si:ch211-279m15.1
ZDB-GENE-130530-569,si:ch211-27e6.1
ZDB-GENE-131119-11,si:ch211-280a23.2
ZDB-GENE-110407-12,si:ch211-280c16.1
ZDB-GENE-110411-189,si:ch211-280c16.2
ZDB-GENE-110411-275,si:ch211-280c16.3
ZDB-GENE-100922-69,si:ch211-280c20.7
ZDB-GENE-110411-229,si:ch211-280c4.3
ZDB-GENE-131121-490,si:ch211-280c4.5
ZDB-GENE-091116-43,si:ch211-281g2.2
ZDB-GENE-091118-132,si:ch211-281g2.3
ZDB-GENE-091118-2,si:ch211-281g2.4
ZDB-GENE-041210-52,si:ch211-281k12.1
ZDB-GENE-041210-53,si:ch211-281k12.2
ZDB-GENE-041210-54,si:ch211-281k12.3
ZDB-GENE-041210-56,si:ch211-281k12.5
ZDB-GENE-041210-57,si:ch211-281k12.6
ZDB-GENE-041210-59,si:ch211-281k12.8
ZDB-GENE-090311-35,si:ch211-281k19.2
ZDB-GENE-131121-575,si:ch211-281l24.3
ZDB-GENE-131127-645,si:ch211-281l24.4
ZDB-GENE-141212-334,si:ch211-281m7.4
ZDB-GENE-060503-134,si:ch211-281o21.1
ZDB-GENE-060503-228,si:ch211-281o21.4
ZDB-GENE-121214-273,si:ch211-281p14.2
ZDB-GENE-131121-352,si:ch211-282b22.2
ZDB-GENE-090313-108,si:ch211-282d21.1
ZDB-GENE-041210-285,si:ch211-282j17.1
ZDB-GENE-041210-283,si:ch211-282j17.10
ZDB-GENE-041210-284,si:ch211-282j17.11
ZDB-GENE-160113-5,si:ch211-282j17.12
ZDB-GENE-160113-4,si:ch211-282j17.13
ZDB-GENE-041210-286,si:ch211-282j17.2
ZDB-GENE-041210-287,si:ch211-282j17.3
ZDB-GENE-041210-288,si:ch211-282j17.5
ZDB-GENE-041210-289,si:ch211-282j17.7
ZDB-GENE-041210-290,si:ch211-282j17.8
ZDB-GENE-091113-49,si:ch211-282j22.3
ZDB-GENE-050420-314,si:ch211-282k23.2
ZDB-GENE-070912-275,si:ch211-283e2.7
ZDB-GENE-060531-57,si:ch211-283g2.1
ZDB-GENE-060526-153,si:ch211-283g2.5
ZDB-GENE-060526-154,si:ch211-283h6.4
ZDB-GENE-110913-44,si:ch211-283l16.1
ZDB-GENE-041014-275,si:ch211-284a16.2
ZDB-GENE-070705-173,si:ch211-284a16.3
ZDB-GENE-070912-278,si:ch211-284d12.1
ZDB-GENE-070912-279,si:ch211-284d12.2
ZDB-GENE-070912-280,si:ch211-284d12.3
ZDB-GENE-060526-156,si:ch211-284e13.10
ZDB-GENE-060526-157,si:ch211-284e13.11
ZDB-GENE-060526-158,si:ch211-284e13.12
ZDB-GENE-060526-159,si:ch211-284e13.13
ZDB-GENE-131127-582,si:ch211-284e13.14
ZDB-GENE-060526-160,si:ch211-284e13.3
ZDB-GENE-060526-161,si:ch211-284e13.4
ZDB-GENE-060526-162,si:ch211-284e13.5
ZDB-GENE-060526-163,si:ch211-284e13.6
ZDB-GENE-060526-164,si:ch211-284e13.9
ZDB-GENE-050208-771,si:ch211-284e20.3
ZDB-GENE-050208-611,si:ch211-284e20.4
ZDB-GENE-050208-451,si:ch211-284e20.8
ZDB-GENE-110914-246,si:ch211-284e3.2
ZDB-GENE-070912-281,si:ch211-284h20.1
ZDB-GENE-131127-514,si:ch211-284k5.2
ZDB-GENE-070912-289,si:ch211-284o19.8
ZDB-GENE-070424-179,si:ch211-284p22.2
ZDB-GENE-041001-89,si:ch211-285c6.1
ZDB-GENE-040724-168,si:ch211-285c6.2
ZDB-GENE-040724-148,si:ch211-285c6.3
ZDB-GENE-041001-97,si:ch211-285c6.4
ZDB-GENE-160113-125,si:ch211-285c6.5
ZDB-GENE-160113-80,si:ch211-285c6.6
ZDB-GENE-050420-88,si:ch211-285d14.1
ZDB-GENE-050420-358,si:ch211-285d14.2
ZDB-GENE-050420-21,si:ch211-285d14.3
ZDB-GENE-050420-89,si:ch211-285d14.4
ZDB-GENE-050420-22,si:ch211-285d14.5
ZDB-GENE-050420-293,si:ch211-285d14.6
ZDB-GENE-081031-65,si:ch211-285e16.3
ZDB-GENE-131127-438,si:ch211-285e16.9
ZDB-GENE-000607-77,si:ch211-285f17.1
ZDB-GENE-141216-91,si:ch211-285j16.2
ZDB-GENE-141216-187,si:ch211-285j22.3
ZDB-GENE-141216-236,si:ch211-285j22.5
ZDB-GENE-060503-795,si:ch211-285j6.4
ZDB-GENE-131127-589,si:ch211-286b4.3
ZDB-GENE-131127-605,si:ch211-286b4.4
ZDB-GENE-121214-251,si:ch211-286b5.2
ZDB-GENE-121214-140,si:ch211-286b5.4
ZDB-GENE-121214-209,si:ch211-286b5.5
ZDB-GENE-121214-216,si:ch211-286b5.6
ZDB-GENE-121214-73,si:ch211-286b5.8
ZDB-GENE-121214-63,si:ch211-286b5.9
ZDB-GENE-041008-58,si:ch211-286c5.3
ZDB-GENE-060526-167,si:ch211-286c5.4
ZDB-GENE-041001-136,si:ch211-286d20.1
ZDB-GENE-060526-168,si:ch211-286d8.1
ZDB-GENE-081105-28,si:ch211-286e11.3
ZDB-GENE-131127-335,si:ch211-286h12.6
ZDB-GENE-041210-164,si:ch211-286j13.1
ZDB-GENE-030131-5232,si:ch211-286m4.1
ZDB-GENE-041210-11,si:ch211-286m4.5
ZDB-GENE-141216-411,si:ch211-286o17.1
ZDB-GENE-090312-84,si:ch211-287c11.2
ZDB-GENE-090312-86,si:ch211-287c11.3
ZDB-GENE-090312-85,si:ch211-287c11.4
ZDB-GENE-090312-87,si:ch211-287c11.5
ZDB-GENEP-060531-60,si:ch211-287c22.2p
ZDB-GENEP-060531-1,si:ch211-287c22.3
ZDB-GENE-060531-61,si:ch211-287c22.4
ZDB-GENE-131120-146,si:ch211-287n14.3
ZDB-GENE-131121-371,si:ch211-287n14.4
ZDB-GENE-131127-279,si:ch211-288b20.2
ZDB-GENE-060503-323,si:ch211-288d18.1
ZDB-GENE-030131-461,si:ch211-288g17.3
ZDB-GENE-060531-62,si:ch211-288g17.4
ZDB-GENE-090313-110,si:ch211-28e16.4
ZDB-GENE-090313-111,si:ch211-28e16.5
ZDB-GENE-130603-54,si:ch211-28p3.4
ZDB-GENE-131121-457,si:ch211-2e18.1
ZDB-GENE-131119-46,si:ch211-30e10.6
ZDB-GENE-060531-63,si:ch211-30g3.4
ZDB-GENE-060526-170,si:ch211-30g3.6
ZDB-GENE-060526-171,si:ch211-30g3.8
ZDB-GENE-070424-182,si:ch211-31o18.1
ZDB-GENE-070424-184,si:ch211-31o18.4
ZDB-GENE-131118-2,si:ch211-32a20.1
ZDB-GENE-090313-113,si:ch211-32k20.1
ZDB-GENE-091116-97,si:ch211-32p8.1
ZDB-GENE-091118-126,si:ch211-32p8.2
ZDB-GENE-131121-201,si:ch211-33e4.2
ZDB-GENE-131127-217,si:ch211-33e4.3
ZDB-GENEP-161017-29,si:ch211-34m5.2p
ZDB-GENE-081104-527,si:ch211-36i19.1
ZDB-GENE-131127-547,si:ch211-37e10.1
ZDB-GENE-081104-228,si:ch211-37p17.4
ZDB-GENE-131118-6,si:ch211-39d8.1
ZDB-GENE-131126-52,si:ch211-39f2.3
ZDB-GENE-081104-229,si:ch211-39i19.5
ZDB-GENE-041008-126,si:ch211-39i2.2
ZDB-GENE-120215-258,si:ch211-39i22.1
ZDB-GENE-070424-186,si:ch211-39n21.2
ZDB-GENE-070424-187,si:ch211-39n21.3
ZDB-GENE-070424-188,si:ch211-39n21.4
ZDB-GENE-070424-189,si:ch211-39n21.5
ZDB-GENE-070424-190,si:ch211-39n21.6
ZDB-GENE-131121-28,si:ch211-3m11.3
ZDB-GENE-030616-530,si:ch211-3o3.7
ZDB-GENE-081104-230,si:ch211-3o3.8
ZDB-GENE-131127-12,si:ch211-3o3.9
ZDB-GENE-131121-368,si:ch211-40k21.5
ZDB-GENE-131127-225,si:ch211-40k21.6
ZDB-GENE-131122-64,si:ch211-40k21.9
ZDB-GENE-061207-35,si:ch211-42a2.2
ZDB-GENE-160114-57,si:ch211-42c5.5
ZDB-GENE-081104-231,si:ch211-42d10.4
ZDB-GENE-081104-232,si:ch211-42d10.5
ZDB-GENE-081105-63,si:ch211-42d10.9
ZDB-GENE-131121-382,si:ch211-42g2.1
ZDB-GENE-110913-9,si:ch211-42i6.2
ZDB-GENE-121214-180,si:ch211-42i9.10
ZDB-GENE-160113-156,si:ch211-43f4.1
ZDB-GENE-160114-39,si:ch211-43f4.2
ZDB-GENE-081105-15,si:ch211-45c16.2
ZDB-GENE-091204-244,si:ch211-45l19.2
ZDB-GENE-040724-155,si:ch211-45m15.4
ZDB-GENE-131127-458,si:ch211-49f20.3
ZDB-GENE-060503-42,si:ch211-4l14.2
ZDB-GENE-041014-366,si:ch211-51a19.5
ZDB-GENEP-091117-1,si:ch211-51a20.2
ZDB-GENEP-161020-7,si:ch211-51a20.25p
ZDB-GENEP-161020-4,si:ch211-51a20.26p
ZDB-GENEP-161020-5,si:ch211-51a20.27p
ZDB-GENE-090313-118,si:ch211-51a6.2
ZDB-GENE-120215-48,si:ch211-51c14.1
ZDB-GENE-030131-8279,si:ch211-51e12.7
ZDB-GENE-041210-248,si:ch211-51e12.8
ZDB-GENE-091118-125,si:ch211-51e8.2
ZDB-GENE-050208-503,si:ch211-51f18.1
ZDB-GENE-050208-582,si:ch211-51f18.2
ZDB-GENE-141216-485,si:ch211-51f19.1
ZDB-GENE-141216-415,si:ch211-51h4.2
ZDB-GENE-081104-234,si:ch211-51h9.6
ZDB-GENE-081104-235,si:ch211-51h9.7
ZDB-GENE-131127-39,si:ch211-51i16.1
ZDB-GENE-131122-39,si:ch211-51i16.2
ZDB-GENE-131127-411,si:ch211-51i16.3
ZDB-GENE-131127-564,si:ch211-51k14.4
ZDB-GENE-070912-295,si:ch211-51o18.2
ZDB-GENE-100921-17,si:ch211-53m15.1
ZDB-GENE-100922-24,si:ch211-53m15.2
ZDB-GENE-141210-17,si:ch211-57b15.1
ZDB-GENE-141219-31,si:ch211-57b15.2
ZDB-GENE-100922-172,si:ch211-57e21.4
ZDB-GENE-090313-119,si:ch211-57f7.7
ZDB-GENE-131127-86,si:ch211-57g18.3
ZDB-GENE-131127-111,si:ch211-57g18.4
ZDB-GENE-041014-258,si:ch211-57i17.2
ZDB-GENE-041014-39,si:ch211-57i17.5
ZDB-GENE-110411-130,si:ch211-57k11.11
ZDB-GENE-090312-43,si:ch211-57m13.1
ZDB-GENE-110411-264,si:ch211-57m13.10
ZDB-GENEP-110408-68,si:ch211-57m13.12p
ZDB-GENEP-110408-43,si:ch211-57m13.13p
ZDB-GENEP-110408-1,si:ch211-57m13.14p
ZDB-GENEP-110411-8,si:ch211-57m13.15p
ZDB-GENEP-110408-53,si:ch211-57m13.16p
ZDB-GENEP-110408-29,si:ch211-57m13.17p
ZDB-GENE-110411-155,si:ch211-57m13.3
ZDB-GENE-110411-66,si:ch211-57m13.5
ZDB-GENE-110411-143,si:ch211-57m13.6
ZDB-GENE-110411-107,si:ch211-57m13.7
ZDB-GENE-110411-238,si:ch211-57m13.8
ZDB-GENE-110411-61,si:ch211-57m13.9
ZDB-GENE-141219-29,si:ch211-57n23.1
ZDB-GENE-140106-153,si:ch211-57n23.4
ZDB-GENE-060503-701,si:ch211-59c24.3
ZDB-GENE-131120-54,si:ch211-59d13.3
ZDB-GENE-120703-4,si:ch211-59d8.1
ZDB-GENE-120703-18,si:ch211-59d8.2
ZDB-GENE-120709-11,si:ch211-59d8.3
ZDB-GENE-060503-797,si:ch211-59e10.1
ZDB-GENE-060503-891,si:ch211-59e10.2
ZDB-GENE-091204-418,si:ch211-59h6.1
ZDB-GENE-060503-43,si:ch211-59m15.1
ZDB-GENE-060503-137,si:ch211-59m15.2
ZDB-GENE-101206-1,si:ch211-59o9.10
ZDB-GENE-160113-50,si:ch211-59p23.1
ZDB-GENE-070912-296,si:ch211-5h10.1
ZDB-GENE-070912-297,si:ch211-5h10.2
ZDB-GENE-131126-81,si:ch211-5k11.15
ZDB-GENE-131121-640,si:ch211-5k11.8
ZDB-GENE-141212-170,si:ch211-60d22.1
ZDB-GENE-131127-191,si:ch211-60j9.3
ZDB-GENE-070912-299,si:ch211-61n17.1
ZDB-GENEP-061207-1,si:ch211-62a1.1
ZDB-GENE-141222-41,si:ch211-62a1.4
ZDB-GENE-060526-176,si:ch211-62b4.2
ZDB-GENE-131127-202,si:ch211-63b16.3
ZDB-GENE-131121-480,si:ch211-63b16.4
ZDB-GENE-131121-212,si:ch211-63e8.2
ZDB-GENE-131127-30,si:ch211-63e8.4
ZDB-GENE-131127-377,si:ch211-63e8.5
ZDB-GENE-141216-201,si:ch211-63i20.3
ZDB-GENE-131127-617,si:ch211-63o20.11
ZDB-GENE-131127-425,si:ch211-63o20.12
ZDB-GENE-041001-194,si:ch211-63o20.7
ZDB-GENE-141216-443,si:ch211-63p21.1
ZDB-GENE-160113-123,si:ch211-63p21.2
ZDB-GENE-160113-18,si:ch211-63p21.3
ZDB-GENE-160113-20,si:ch211-63p21.4
ZDB-GENE-160113-25,si:ch211-63p21.5
ZDB-GENE-130530-652,si:ch211-63p21.8
ZDB-GENE-120215-71,si:ch211-64c10.1
ZDB-GENE-110914-137,si:ch211-64i20.2
ZDB-GENE-110913-55,si:ch211-64i20.3
ZDB-GENE-141212-369,si:ch211-64i20.5
ZDB-GENE-110914-141,si:ch211-64i20.5_2
ZDB-GENE-081103-50,si:ch211-66c13.1
ZDB-GENE-080226-7,si:ch211-66e2.3
ZDB-GENE-131121-180,si:ch211-66e2.5
ZDB-GENE-131127-531,si:ch211-66h3.4
ZDB-GENE-090313-121,si:ch211-66i15.4
ZDB-GENE-090313-122,si:ch211-66i15.5
ZDB-GENE-090313-123,si:ch211-66i15.6
ZDB-GENE-070912-303,si:ch211-66k16.2
ZDB-GENE-070912-304,si:ch211-66k16.20
ZDB-GENE-070912-305,si:ch211-66k16.24
ZDB-GENE-120709-9,si:ch211-66k16.27
ZDB-GENE-131125-39,si:ch211-66k16.29
ZDB-GENE-070912-306,si:ch211-66k16.3
ZDB-GENE-131127-590,si:ch211-67b18.1
ZDB-GENE-070912-307,si:ch211-67e16.10
ZDB-GENE-030131-7044,si:ch211-67e16.11
ZDB-GENE-070912-310,si:ch211-67e16.3
ZDB-GENE-070912-311,si:ch211-67e16.4
ZDB-GENE-090313-126,si:ch211-67f13.7
ZDB-GENE-090312-114,si:ch211-67f13.8
ZDB-GENE-141216-404,si:ch211-67f24.11
ZDB-GENE-090313-128,si:ch211-67f24.6
ZDB-GENE-090313-129,si:ch211-67f24.7
ZDB-GENE-141216-301,si:ch211-67n3.10
ZDB-GENE-060526-179,si:ch211-67n3.9
ZDB-GENEP-141216-24,si:ch211-67o16.3p
ZDB-GENEP-141216-57,si:ch211-67o16.4p
ZDB-GENEP-141216-58,si:ch211-67o16.5p
ZDB-GENEP-141216-86,si:ch211-67o16.6p
ZDB-GENEP-141216-33,si:ch211-67o16.7p
ZDB-GENEP-141216-25,si:ch211-67o16.8p
ZDB-GENE-131119-63,si:ch211-67o23.1
ZDB-GENE-141212-300,si:ch211-67p11.3
ZDB-GENE-131121-615,si:ch211-68a17.2
ZDB-GENE-141216-280,si:ch211-69b22.3
ZDB-GENE-141216-254,si:ch211-69b22.4
ZDB-GENE-141216-348,si:ch211-69b22.5
ZDB-GENE-141212-266,si:ch211-69b7.6
ZDB-GENE-070705-187,si:ch211-69i14.10
ZDB-GENE-070705-189,si:ch211-69i14.3
ZDB-GENE-070705-191,si:ch211-69i14.5
ZDB-GENE-141211-22,si:ch211-69i3.1
ZDB-GENE-141211-34,si:ch211-69i3.2
ZDB-GENE-091204-13,si:ch211-69k21.3
ZDB-GENE-091204-106,si:ch211-69l10.3
ZDB-GENE-131127-259,si:ch211-69l10.4
ZDB-GENE-141216-289,si:ch211-69m16.2
ZDB-GENE-141216-103,si:ch211-69m16.3
ZDB-GENE-100922-87,si:ch211-69o18.1
ZDB-GENE-110411-283,si:ch211-71k14.1
ZDB-GENE-141216-67,si:ch211-71k24.7
ZDB-GENE-070705-193,si:ch211-71m22.1
ZDB-GENE-070705-194,si:ch211-71m22.2
ZDB-GENE-070705-195,si:ch211-71m22.3
ZDB-GENE-130531-65,si:ch211-71m22.5
ZDB-GENE-091204-213,si:ch211-71n6.4
ZDB-GENE-131126-16,si:ch211-72c8.1
ZDB-GENE-131127-486,si:ch211-72c8.2
ZDB-GENE-131127-288,si:ch211-72c8.3
ZDB-GENE-120709-61,si:ch211-73m21.1
ZDB-GENE-160114-78,si:ch211-74f19.2
ZDB-GENE-081104-12,si:ch211-74m13.1
ZDB-GENE-030131-8310,si:ch211-76l23.4
ZDB-GENE-120215-51,si:ch211-76l23.5
ZDB-GENE-120215-154,si:ch211-76l23.7
ZDB-GENE-041210-275,si:ch211-76m11.1
ZDB-GENE-070912-315,si:ch211-76m11.11
ZDB-GENE-110407-15,si:ch211-76m11.12
ZDB-GENE-110411-230,si:ch211-76m11.14
ZDB-GENE-110411-136,si:ch211-76m11.15
ZDB-GENE-110408-24,si:ch211-76m11.16
ZDB-GENE-041210-276,si:ch211-76m11.3
ZDB-GENE-240105-2,si:ch211-76m11.5
ZDB-GENE-041210-279,si:ch211-76m11.7
ZDB-GENE-041210-280,si:ch211-76m11.8
ZDB-GENE-041210-274,si:ch211-76m11.9
ZDB-GENE-160728-104,si:ch211-77a11.3
ZDB-GENE-070912-320,si:ch211-77g15.32
ZDB-GENE-131127-390,si:ch211-77k2.2
ZDB-GENE-110914-69,si:ch211-79g12.1
ZDB-GENE-110913-21,si:ch211-79g12.2
ZDB-GENE-110411-181,si:ch211-79h18.2
ZDB-GENE-080303-9,si:ch211-79k12.1
ZDB-GENE-131121-535,si:ch211-79k12.2
ZDB-GENE-050419-127,si:ch211-79l17.1
ZDB-GENE-131120-55,si:ch211-79l20.8
ZDB-GENE-070705-257,si:ch211-80h18.1
ZDB-GENE-070705-258,si:ch211-80h18.2
ZDB-GENE-091204-270,si:ch211-80m8.2
ZDB-GENE-131127-418,si:ch211-80m8.4
ZDB-GENE-131127-399,si:ch211-80n22.8
ZDB-GENE-060503-702,si:ch211-81a5.2
ZDB-GENE-060503-138,si:ch211-81a5.8
ZDB-GENE-081104-240,si:ch211-81g2.1
ZDB-GENE-131127-249,si:ch211-81i19.2
ZDB-GENE-131121-235,si:ch211-81n22.2
ZDB-GENE-060503-326,si:ch211-82g18.3
ZDB-GENEP-131121-100,si:ch211-84k18.3p
ZDB-GENE-160602-1,si:ch211-84m6.5
ZDB-GENE-120215-137,si:ch211-85n16.3
ZDB-GENE-081107-38,si:ch211-86h15.1
ZDB-GENE-081028-63,si:ch211-86h15.3
ZDB-GENE-091204-338,si:ch211-86k6.2
ZDB-GENE-131127-508,si:ch211-87j1.7
ZDB-GENE-131122-67,si:ch211-87m19.2
ZDB-GENE-131119-28,si:ch211-87m19.3
ZDB-GENE-131122-62,si:ch211-87m19.4
ZDB-GENE-131119-37,si:ch211-87m19.5
ZDB-GENE-120215-166,si:ch211-87m7.1
ZDB-GENE-120215-233,si:ch211-87m7.3
ZDB-GENE-110411-64,si:ch211-87n12.1
ZDB-GENE-070912-327,si:ch211-89b14.1
ZDB-GENE-141216-361,si:ch211-89e4.3
ZDB-GENE-070705-196,si:ch211-89f22.1
ZDB-GENE-141212-134,si:ch211-89l23.2
ZDB-GENE-060526-184,si:ch211-89m7.2
ZDB-GENE-091116-8,si:ch211-89o5.1
ZDB-GENE-091204-43,si:ch211-89o5.3
ZDB-GENE-090313-134,si:ch211-89o9.4
ZDB-GENE-030131-7155,si:ch211-89o9.6
ZDB-GENE-091204-254,si:ch211-8c17.2
ZDB-GENE-091204-353,si:ch211-8c17.3
ZDB-GENE-091204-107,si:ch211-8c17.4
ZDB-GENE-131127-170,si:ch211-8i17.2
ZDB-GENE-070705-198,si:ch211-8o18.1
ZDB-GENE-131127-329,si:ch211-90h23.2
ZDB-GENE-120703-30,si:ch211-91b17.1
ZDB-GENE-120703-16,si:ch211-91b17.4
ZDB-GENE-131119-65,si:ch211-91p5.3
ZDB-GENE-041210-113,si:ch211-92l17.1
ZDB-GENE-121214-283,si:ch211-93e11.8
ZDB-GENE-041014-168,si:ch211-93f2.3
ZDB-GENE-060503-703,si:ch211-93g21.1
ZDB-GENE-060503-799,si:ch211-93g21.2
ZDB-GENE-081031-36,si:ch211-93g21.3
ZDB-GENE-090312-164,si:ch211-93g23.2
ZDB-GENE-141216-492,si:ch211-93i7.4
ZDB-GENE-081028-73,si:ch211-93n23.3
ZDB-GENE-081107-39,si:ch211-93n23.4
ZDB-GENE-141222-51,si:ch211-93n23.7
ZDB-GENE-091204-307,si:ch211-95j8.3
ZDB-GENE-131127-233,si:ch211-95o16.4
ZDB-GENE-141216-204,si:ch211-96b20.2
ZDB-GENE-160728-87,si:ch211-98n17.5
ZDB-GENE-030131-2657,si:ch211-9d9.1
ZDB-GENE-060503-422,si:ch211-9d9.7
ZDB-GENE-060503-515,si:ch211-9d9.8
ZDB-GENE-061031-1,si:ch211-9f20.4
ZDB-GENE-131127-218,si:ch211-9f20.5
ZDB-GENE-060503-800,si:ch211-9n13.3
ZDB-GENE-131127-574,si:ch73-100l22.2
ZDB-GENE-080917-14,si:ch73-103b11.2
ZDB-GENE-110408-42,si:ch73-103b2.1
ZDB-GENE-070705-199,si:ch73-103b9.2
ZDB-GENE-121214-226,si:ch73-103l1.2
ZDB-GENE-081107-41,si:ch73-105b23.1
ZDB-GENE-081107-42,si:ch73-105b23.6
ZDB-GENE-131121-349,si:ch73-106k19.2
